Date,Time,Cell1.AC200V_Phi3_Ch1_Current_U,Cell1.AC200V_Phi3_Ch1_Current_V,Cell1.AC200V_Phi3_Ch1_Current_W,Cell1.AC200V_Phi3_Ch1_Power,Cell1.AC200V_Phi3_Ch2_Current_U,Cell1.AC200V_Phi3_Ch2_Current_V,Cell1.AC200V_Phi3_Ch2_Current_W,Cell1.AC200V_Phi3_Ch2_Power,Cell1.AC200V_Phi3_Voltage_U,Cell1.AC200V_Phi3_Voltage_V,Cell1.AC200V_Phi3_Voltage_W,Cell1.AC400V_Phi3_Ch1_Current_U,Cell1.AC400V_Phi3_Ch1_Current_V,Cell1.AC400V_Phi3_Ch1_Current_W,Cell1.AC400V_Phi3_Ch1_Power,Cell1.AC400V_Phi3_Ch2_Current_U,Cell1.AC400V_Phi3_Ch2_Current_V,Cell1.AC400V_Phi3_Ch2_Current_W,Cell1.AC400V_Phi3_Ch2_Power,Cell1.AC400V_Phi3_Voltage_U,Cell1.AC400V_Phi3_Voltage_V,Cell1.AC400V_Phi3_Voltage_W,Cell1.VETS_MonitorSystemState,Cell1.VETS_MonitorTestType,Cell1.VETS_MonitorVehicleManufacturer,Cell1.VETS_MonitorVehicleType,Cell1.VETS_MonitorDynoActive,Cell1.VETS_MonitorDynoSpeed,Cell1.VETS_MonitorTestCellTemperature,Cell1.VETS_MonitorTestCellHumidity,Cell1.VETS_MonitorTestCellPressure,Cell1.VETS_MonitorNumberOfActiveErrors,Cell1.VETS_MonitorTestID,Cell1.VETS_MonitorTestState,Cell1.VETS_MonitorDriverID
Comment,,AC200 Ch1 Current U,AC200V Ch1 Current V,AC200V Ch1 Current W,AC200V Ch1 Power,AC200V Ch2 Current U,AC200V Ch2 Current V,AC200V Ch2 Current W,AC200V Ch2 Power,AC200V Voltage U,AC200V Voltage V,AC200V Voltage W,AC400V Ch1 Current U,AC400V Ch1 Current V,AC400V Ch1 Current W,AC400V Ch1 Power,AC400V Ch2 Current U,AC400V Ch2 Current V,AC400V Ch2 Current W,AC400V Ch2 Power,AC400V Voltage U,AC400V Voltage V,AV400 Voltage W,System State,Test Type,Vehicle Manufacturer,Vehicle Type,Dyno Active,Dyno Speed,TestCell Temperature,TestCell Humidity,TestCell ressure,Number of Active Errors,Test ID,Test State,Driver ID
Unit,,A,A,A,kW,A,A,A,kW,V,V,V,A,A,A,kW,A,A,A,kW,V,V,V,,,,,,km/h,degC,%,kPa,,,,
4/10/2018,17:05:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:06:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:07:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:08:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:09:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:10:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:11:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:12:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:13:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:14:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:15:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:16:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:17:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:18:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:19:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:20:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:21:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:22:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:23:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:24:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:25:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:26:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:27:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:28:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:29:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:30:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:31:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:32:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:33:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:34:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:35:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:36:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:37:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:38:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:39:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:40:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:41:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:42:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:43:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:44:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:45:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:46:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:47:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:48:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:49:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:50:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:51:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:52:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:53:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:54:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:55:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:56:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:57:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:58:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,17:59:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:00:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:01:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:02:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:03:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:04:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:05:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:06:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:07:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:08:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:09:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:10:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:11:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:12:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:13:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:14:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:15:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:16:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:17:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:18:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:19:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:20:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:21:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:22:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:23:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:24:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:25:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:26:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:27:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:28:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:29:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:30:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:31:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:32:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:33:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:34:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:35:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:36:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:37:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:38:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:39:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:40:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:41:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:42:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:43:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:44:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:45:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
4/10/2018,18:46:13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
